x,y,z,reflectance
44.0,46.0,72.85595503555346,0.55376375
81.0,41.0,93.03457498311099,0.5594572
124.0,68.0,68.25013255584314,0.5605391
85.0,101.0,76.26786078866024,0.56119996
134.0,18.0,36.91174248676673,0.5292937
99.0,88.0,84.14587481637675,0.5613439
134.0,88.0,50.78400720543997,0.5127119
108.0,35.0,72.7832579299745,0.5821886
50.0,120.0,45.58766821318378,0.5243238
26.0,71.0,56.22041575979302,0.55967015
36.0,80.0,65.16098949497054,0.5607152
30.0,120.0,32.06640532099958,0.5249678
129.0,2.0,27.437397584911988,0.5119654
46.0,92.0,68.40944499374272,0.520053
47.0,36.0,69.30814035620371,0.5310844
77.0,22.0,70.67992789750686,0.52949834
104.0,60.0,91.50096278904813,0.56233704
44.0,119.0,43.00518706099615,0.52908844
26.0,5.0,26.31770737636961,0.52198553
156.0,50.0,29.483191158068173,0.5099533
40.0,66.0,73.08934283025272,0.53555894
154.0,85.0,29.900969118121708,0.48484212
95.0,82.0,92.55548835354881,0.5771075
131.0,71.0,59.703476620062766,0.5402896
66.0,117.0,55.79164061717394,0.5237346
25.0,54.0,54.52215977160205,0.5440885
8.0,5.0,10.968090372253085,0.49336708
136.0,21.0,37.300684227326926,0.52883106
41.0,105.0,53.72038167824101,0.51855284
13.0,45.0,38.42817021401232,0.49855217
137.0,121.0,25.581045206006205,0.53169703
69.0,3.0,47.39809516709735,0.52301574
46.0,94.0,66.88943883447405,0.5495044
4.0,15.0,14.082838397400298,0.47736764
72.0,56.0,106.74821687101841,0.5776503
27.0,28.0,44.95428222678151,0.5332626
125.0,119.0,36.76326737229179,0.5461214
109.0,24.0,62.130034328425,0.53823155
0.0,39.0,21.826901255623138,0.52987695
77.0,39.0,90.50733865568026,0.5559704
20.0,54.0,48.75240697262031,0.5266424
112.0,119.0,45.467923094785036,0.5204208
40.0,111.0,47.71056650435037,0.566992
101.0,12.0,54.31296486089622,0.5647512
18.0,92.0,40.31693878933591,0.5424996
0.0,22.0,14.167066769849175,0.50283504
9.0,75.0,35.84530794351422,0.5309365
60.0,6.0,48.13885340294171,0.5548094
148.0,98.0,30.950137289378787,0.50345373
120.0,42.0,66.52901402196315,0.5291399
34.0,36.0,56.92339152597561,0.5654466
54.0,33.0,72.6092398632237,0.55115056
62.0,75.0,95.29133162869907,0.5731744
112.0,94.0,68.6226300172784,0.55213875
9.0,43.0,33.27608988654943,0.5306702
23.0,82.0,49.98584637862804,0.52756995
27.0,91.0,50.32960876646273,0.5244337
29.0,57.0,59.703476620062766,0.55535907
131.0,5.0,28.65336723735696,0.51333934
137.0,51.0,51.52132252815711,0.52701217
69.0,70.0,105.32361279253594,0.58064157
14.0,106.0,28.36844722796283,0.51291317
13.0,79.0,39.579989748940676,0.49634367
53.0,126.0,40.7918380037179,0.5446791
49.0,81.0,78.58817772193254,0.5514689
91.0,4.0,48.55050393596273,0.52735025
103.0,57.0,91.83996085091412,0.5767414
38.0,2.0,32.285107085373525,0.52789503
30.0,57.0,60.86368578837039,0.5469033
153.0,4.0,9.31959324693285,0.4778447
94.0,37.0,84.37620348631016,0.5712728
10.0,89.0,32.93662947137368,0.5327422
68.0,70.0,104.28531834518449,0.59998685
56.0,111.0,58.18669927643838,0.5241353
91.0,58.0,105.32361279253594,0.56646705
74.0,32.0,81.86513022596083,0.5536961
10.0,5.0,12.769765594158521,0.49337116
18.0,65.0,47.369755342389276,0.48299557
152.0,87.0,31.467761142772574,0.5320142
114.0,96.0,65.31130227792414,0.53956336
123.0,25.0,52.00385591994133,0.5549957
71.0,14.0,60.49364657819322,0.5481342
102.0,31.0,73.54486822435348,0.543402
93.0,16.0,61.75194968195365,0.5334047
130.0,45.0,57.34896298524349,0.5462749
80.0,101.0,76.66178107591182,0.575153
132.0,31.0,47.86255496893617,0.531615
21.0,81.0,48.08160111931735,0.5312025
140.0,65.0,49.712046967752606,0.54815894
61.0,101.0,71.28167070027854,0.5264367
29.0,28.0,46.880276925859306,0.53243417
78.0,45.0,97.6222835141306,0.5744955
110.0,123.0,42.47246751841687,0.53274727
114.0,79.0,76.4722544329902,0.5756284
117.0,48.0,72.7832579299745,0.53223383
82.0,30.0,80.10685002868102,0.5536303
130.0,113.0,38.000408983768274,0.5023582
132.0,35.0,50.26072072948609,0.53941715
101.0,96.0,75.1679965138143,0.5429388
40.0,122.0,37.475059202332446,0.5207315
60.0,106.0,65.51236434727241,0.525082
4.0,123.0,7.30504696738016,0.51206464
77.0,41.0,92.83182457179797,0.56804764
108.0,117.0,49.790166417322155,0.550993
149.0,102.0,27.734311268634798,0.53142124
62.0,89.0,83.91701637451423,0.5598673
68.0,120.0,52.917960675006306,0.5573943
63.0,100.0,73.36800794597309,0.54061407
113.0,125.0,38.765245332716994,0.5236969
29.0,65.0,60.25205381629648,0.53379357
143.0,47.0,43.56853859382952,0.540653
153.0,41.0,30.351295358480293,0.5464195
95.0,11.0,55.4825604971803,0.5450118
134.0,15.0,34.5911911209017,0.51560414
82.0,86.0,94.12506627792158,0.56083465
101.0,70.0,94.41835166164391,0.5541997
55.0,5.0,44.94514201387711,0.53594756
103.0,77.0,89.05453262237728,0.56753594
126.0,8.0,35.11485521672212,0.51798373
47.0,99.0,63.65556707223668,0.5444664
22.0,46.0,48.868037440536085,0.52689767
41.0,74.0,72.8414066491666,0.56195605
118.0,127.0,33.82359980122451,0.5602072
18.0,122.0,20.55642609879761,0.5191846
62.0,114.0,57.75539988157656,0.5367363
52.0,78.0,83.33240947209715,0.5918005
44.0,24.0,56.96690764600457,0.5299446
68.0,53.0,100.9325651129804,0.59476584
60.0,31.0,74.80226370874689,0.53933084
91.0,34.0,82.5732422574176,0.5323419
158.0,21.0,15.675079562022942,0.47790807
90.0,96.0,80.73076050224925,0.56117696
115.0,19.0,53.22544299349764,0.56875896
63.0,113.0,59.25011291790078,0.5397632
65.0,7.0,50.96262942010779,0.55135
103.0,71.0,91.83996085091412,0.5736629
17.0,8.0,21.269490963359523,0.5185188
98.0,60.0,98.40223588807984,0.5718098
103.0,23.0,64.93628967167258,0.5562203
9.0,61.0,36.76326737229179,0.55173314
110.0,39.0,74.25914725591468,0.57155627
27.0,112.0,36.245677213854485,0.5574542
37.0,111.0,45.38513520229037,0.5335056
76.0,78.0,102.94556777442928,0.5492705
71.0,94.0,83.31370628775015,0.5600153
13.0,126.0,13.077273172654621,0.50884527
158.0,38.0,23.696364326665012,0.5110396
102.0,4.0,45.14648451483521,0.50273436
67.0,74.0,100.78919892225261,0.5587908
110.0,5.0,42.47246751841687,0.5100395
58.0,46.0,86.7053069489167,0.57259876
78.0,59.0,113.69233915259755,0.5625956
35.0,75.0,65.73944971645449,0.57338786
17.0,87.0,41.4440544238321,0.49001008
133.0,39.0,51.36123188893263,0.5608574
57.0,46.0,85.79072654609715,0.5719722
10.0,100.0,27.80124861963931,0.5266831
43.0,115.0,46.19860203584612,0.52758414
72.0,11.0,57.217710668863496,0.521056
106.0,56.0,88.1371077515078,0.56594384
134.0,121.0,28.032183518946788,0.5175486
81.0,99.0,78.98765801466647,0.5689376
138.0,25.0,38.134367972163844,0.5016906
89.0,118.0,55.87716627535828,0.53115535
121.0,12.0,42.43708297413656,0.5365996
94.0,95.0,80.15846939466795,0.53713953
146.0,105.0,28.99192611534337,0.52101046
118.0,35.0,64.00974605714521,0.582693
90.0,100.0,76.23650034059176,0.5488709
16.0,99.0,34.55907046956715,0.5382221
12.0,125.0,13.000313426490502,0.5153977
150.0,123.0,12.769765594158521,0.50888157
43.0,30.0,61.14274191513596,0.54336166
86.0,32.0,81.86513022596083,0.56326026
77.0,114.0,61.329516707665526,0.53813696
123.0,48.0,66.2602817548029,0.56050926
141.0,28.0,37.03567472526108,0.508272
39.0,58.0,71.4650616163733,0.55528903
113.0,56.0,80.22739943004028,0.5206738
76.0,120.0,54.23990386334248,0.5107617
75.0,94.0,84.37620348631016,0.56823045
15.0,107.0,28.71346371278472,0.53834015
68.0,89.0,87.5187671446283,0.5520226
81.0,30.0,80.15846939466795,0.5784136
46.0,38.0,69.86603312975981,0.5368901
106.0,32.0,71.70593128374115,0.5347855
147.0,125.0,13.869328127090789,0.50529146
23.0,58.0,52.866850542391795,0.54691166
23.0,94.0,44.55316037264319,0.5178704
10.0,99.0,28.331023680242865,0.51197326
103.0,70.0,92.15844043476748,0.5919648
25.0,68.0,55.40817653497785,0.5145271
70.0,0.0,44.12703171040973,0.5480615
57.0,98.0,71.91946542645299,0.54238266
44.0,64.0,77.83308429007636,0.53790903
69.0,45.0,94.28462545859233,0.56976336
142.0,125.0,18.12355043676799,0.5084943
148.0,121.0,16.070350952100718,0.4998946
150.0,58.0,37.70813394075818,0.49763727
35.0,56.0,66.46490779347647,0.58176655
155.0,59.0,31.95725816261797,0.5195597
125.0,97.0,54.63750236136187,0.5271385
41.0,113.0,46.646113375453446,0.52208173
75.0,8.0,54.14608739886408,0.55979306
70.0,117.0,56.82558985189514,0.5604022
60.0,72.0,94.76935661039025,0.5676628
126.0,1.0,28.630841249731827,0.5127072
29.0,105.0,43.353440247123814,0.55077904
30.0,97.0,49.82925875530979,0.5369669
8.0,41.0,31.467761142772574,0.49215367
133.0,17.0,37.02740681699651,0.55037665
114.0,32.0,65.31130227792414,0.5481855
146.0,70.0,42.37519883376472,0.52647257
103.0,40.0,81.06407702954795,0.5231975
45.0,100.0,61.18938000335106,0.5213041
38.0,112.0,45.29325625503671,0.5288084
34.0,99.0,52.29705305978,0.5411303
135.0,113.0,33.720180128414896,0.55087775
145.0,120.0,19.506552816468332,0.50894946
10.0,45.0,35.04215536012192,0.49084443
66.0,54.0,99.84813753084819,0.59652025
33.0,53.0,63.46110770926428,0.51680285
42.0,10.0,42.65850197291773,0.51751435
86.0,89.0,89.88588775843523,0.58053845
126.0,87.0,59.76038698987388,0.5330593
98.0,20.0,64.31688086953497,0.5469543
32.0,42.0,58.15341561573509,0.55379117
144.0,5.0,18.04278156871922,0.50986373
12.0,52.0,39.12068611422234,0.52699053
110.0,109.0,56.65209303320929,0.5397736
30.0,105.0,44.26276973125775,0.5380682
15.0,13.0,23.227384945997017,0.51502484
46.0,47.0,75.4750686446894,0.5797188
136.0,44.0,50.349303577098944,0.5560898
64.0,97.0,77.04334288793059,0.5325098
6.0,19.0,18.555403803056233,0.51462543
106.0,118.0,49.799937460940924,0.5417683
14.0,31.0,33.569250898514696,0.5203852
78.0,89.0,90.62386483770932,0.54593647
40.0,40.0,65.36149843143082,0.56222886
136.0,80.0,51.782271097717086,0.56189203
1.0,100.0,18.312260613860552,0.53304577
106.0,38.0,76.93170483080985,0.5438386
113.0,97.0,65.33639459295095,0.5327659
98.0,72.0,96.92800240181332,0.5693973
149.0,70.0,38.87509630206025,0.5033303
80.0,30.0,80.17569071840545,0.5504197
159.0,51.0,26.222564989901905,0.565819
142.0,1.0,16.467131412054563,0.51699805
53.0,122.0,45.0640517410808,0.53101325
25.0,79.0,53.22544299349764,0.54864854
44.0,23.0,56.09148115870775,0.51617235
150.0,120.0,15.0,0.51439
1.0,107.0,14.647803222459297,0.48171678
147.0,5.0,15.432073657778815,0.501425
78.0,97.0,81.27607092601747,0.56774527
2.0,91.0,23.319579756102694,0.50776976
3.0,71.0,29.437731972725516,0.5093303
28.0,43.0,54.31296486089622,0.5617313
79.0,5.0,50.88318477865562,0.5293231
11.0,19.0,23.51134276190927,0.52437586
28.0,62.0,59.047199388059084,0.5464512
19.0,105.0,33.911205794221516,0.5677143
3.0,76.0,28.72097855422879,0.53767496
52.0,13.0,51.85269720635467,0.50787324
159.0,33.0,20.597823550352622,0.5499993
90.0,1.0,45.28407457445822,0.52174526
155.0,63.0,32.14445059658662,0.51316744
119.0,64.0,74.31917464758273,0.5620089
81.0,58.0,112.87524069726203,0.55064595
102.0,118.0,51.70187303928853,0.5357733
10.0,112.0,20.584022484482634,0.50431734
30.0,62.0,61.38800588907987,0.54884756
48.0,99.0,64.45255818057032,0.5384316
134.0,36.0,48.75240697262031,0.54075986
131.0,26.0,45.50474724570143,0.5476819
95.0,72.0,100.08784535920272,0.59993905
119.0,73.0,73.11859799815564,0.5509395
63.0,37.0,82.62826815006542,0.57233465
78.0,83.0,97.6222835141306,0.53528005
81.0,89.0,90.69400294453993,0.5753205
38.0,52.0,68.83670332328781,0.5507831
9.0,88.0,32.21475066960281,0.55446166
75.0,24.0,72.7832579299745,0.5555189
71.0,55.0,105.09174397989571,0.5859964
151.0,47.0,34.48684311756465,0.5167683
123.0,76.0,67.7094771446316,0.54021806
118.0,89.0,66.72179551476296,0.52729493
58.0,36.0,78.2910783363863,0.56330234
17.0,71.0,45.75378797541251,0.5553642
93.0,27.0,74.06459997333477,0.55537987
15.0,93.0,36.63151148036339,0.5483897
56.0,117.0,51.85269720635467,0.5203177
66.0,111.0,62.55835410673863,0.5740074
7.0,124.0,9.31959324693285,0.51791
35.0,10.0,37.666465060646416,0.5460808
27.0,93.0,49.23544707115353,0.5080006
20.0,47.0,46.95536780376722,0.56738037
102.0,40.0,81.86513022596083,0.53948164
97.0,44.0,89.25468506838965,0.53151584
45.0,49.0,75.3981024137685,0.55215216
142.0,20.0,30.950137289378787,0.5256016
126.0,56.0,65.31130227792414,0.5412965
57.0,87.0,81.90112350417795,0.5603804
49.0,66.0,83.61411088307352,0.57641864
132.0,3.0,26.11290511808423,0.53869534
136.0,110.0,35.11485521672212,0.5538383
88.0,98.0,79.08813756616696,0.56793535
92.0,44.0,92.68074921571541,0.5618321
154.0,96.0,25.56651585994898,0.5222211
113.0,84.0,74.80226370874689,0.5255454
110.0,28.0,65.1109767070976,0.5475615
122.0,1.0,31.312930246492996,0.53278595
135.0,93.0,47.17168535085995,0.5581922
89.0,111.0,63.948521048210274,0.5369694
109.0,121.0,45.091519253125426,0.51981276
17.0,3.0,17.285322966730902,0.49713787
111.0,62.0,83.61411088307352,0.5457326
74.0,94.0,84.1650123278462,0.57525194
145.0,69.0,43.64037268996902,0.54360217
21.0,50.0,48.97419740582763,0.5315529
106.0,33.0,72.6092398632237,0.5368647
78.0,105.0,71.91946542645299,0.5184668
8.0,105.0,22.95132601652292,0.5296949
146.0,25.0,30.206028503728767,0.51591873
133.0,29.0,45.606107646445906,0.51239294
93.0,113.0,60.62058745536176,0.54642427
114.0,30.0,63.67992170182826,0.5394852
144.0,54.0,44.12703171040973,0.5077098
144.0,38.0,39.08676733987083,0.52702147
78.0,113.0,62.55835410673863,0.5230602
53.0,24.0,63.473241820851754,0.58264995
40.0,72.0,72.22001643712827,0.53349537
59.0,123.0,46.646113375453446,0.53958255
64.0,10.0,54.03160401910107,0.5417073
12.0,13.0,20.439226796013628,0.50887525
7.0,87.0,30.351295358480293,0.531835
111.0,91.0,71.8481821633325,0.5523057
123.0,18.0,46.245091110043035,0.5441383
97.0,62.0,99.95051852747625,0.59005433
40.0,113.0,45.91102086498767,0.5598845
4.0,25.0,19.944375226674588,0.50968456
21.0,20.0,33.79176514916014,0.51398903
16.0,51.0,43.505739096194205,0.5314119
156.0,49.0,29.263682748897708,0.526334
142.0,113.0,27.437397584911988,0.54846257
112.0,70.0,81.86513022596083,0.5318415
124.0,32.0,56.27421550301559,0.54727143
64.0,60.0,100.68237251349646,0.5704386
59.0,5.0,46.646113375453446,0.54948306
158.0,70.0,28.36844722796283,0.51048595
104.0,5.0,45.39432932034606,0.54552776
26.0,7.0,28.032183518946788,0.5116666
102.0,57.0,92.95836543402008,0.5704549
148.0,8.0,16.81888998748544,0.5082439
88.0,61.0,109.99238095127565,0.55410475
135.0,90.0,48.74277956996474,0.5462466
72.0,48.0,99.04709112691265,0.59968185
108.0,106.0,60.875286830995336,0.506652
144.0,4.0,17.24526003455678,0.5398073
108.0,2.0,40.31693878933591,0.5173017
18.0,2.0,17.29868075039271,0.50697404
96.0,98.0,75.9864211640178,0.5697495
25.0,104.0,40.3427693787695,0.54847306
144.0,14.0,24.871716908679367,0.49262804
34.0,95.0,55.02697557879098,0.5432819
111.0,55.0,82.19030321819935,0.56324804
114.0,87.0,71.91946542645299,0.5854312
5.0,122.0,8.94834754856133,0.5043534
16.0,31.0,35.658034922283605,0.5122432
63.0,115.0,57.03223821358866,0.5615808
91.0,6.0,50.853416570303345,0.51107883
121.0,5.0,35.84530794351422,0.5184801
139.0,23.0,35.84530794351422,0.5442586
137.0,100.0,41.034701971796956,0.49854842
60.0,85.0,86.03220678922818,0.5595343
32.0,63.0,63.76524596856842,0.52154857
33.0,34.0,54.68999815140552,0.53093314
35.0,82.0,63.23105237337805,0.5640293
149.0,111.0,22.211963921960262,0.5146063
20.0,34.0,41.42659172592246,0.531008
122.0,118.0,39.870531592197146,0.50556254
136.0,33.0,45.02744404556117,0.5355314
147.0,55.0,40.8178235133011,0.50107306
152.0,116.0,15.97139230234696,0.507131
122.0,86.0,64.46490891820368,0.52209395
71.0,123.0,50.093703832183756,0.5517775
35.0,41.0,60.80571467925179,0.53891027
153.0,68.0,34.36659957532525,0.5021613
117.0,4.0,37.43350794810223,0.54230165
112.0,105.0,59.08097137362999,0.57993484
117.0,42.0,69.57951200398693,0.5385747
42.0,66.0,75.42887295733192,0.5596854
143.0,25.0,33.21283392619649,0.50572616
96.0,118.0,54.03160401910107,0.5530586
39.0,74.0,70.568783932102,0.55904925
24.0,84.0,50.349303577098944,0.51323456
117.0,88.0,68.34300510142678,0.5436912
71.0,104.0,71.97656821925364,0.5522901
81.0,0.0,45.02744404556117,0.51439136
136.0,102.0,40.7312382753089,0.5456499
124.0,112.0,43.73026045192165,0.54562855
18.0,58.0,47.03993741979577,0.5275431
100.0,30.0,73.79657915737216,0.54903585
24.0,102.0,40.7312382753089,0.5394793
111.0,106.0,58.85617714625023,0.54894257
55.0,21.0,61.74017407275258,0.507725
81.0,9.0,55.567675889784155,0.5463142
13.0,29.0,31.46001316753722,0.5383884
25.0,45.0,51.84263187836335,0.5203016
156.0,59.0,30.78851517663075,0.5303565
100.0,38.0,81.5783978445052,0.5828814
86.0,75.0,105.32361279253594,0.5700896
85.0,19.0,66.96699141100893,0.5817814
8.0,102.0,24.64124223267782,0.5194875
94.0,64.0,103.60175500169636,0.56395364
54.0,111.0,57.08673217601327,0.5347544
19.0,110.0,30.512127814475974,0.549803
102.0,16.0,58.15341561573509,0.54085064
129.0,98.0,50.14278499822027,0.53458214
83.0,86.0,93.99284807558675,0.5287849
53.0,50.0,84.37620348631016,0.56661093
132.0,90.0,51.903046162466126,0.5472281
4.0,107.0,17.720343915417416,0.50973374
90.0,45.0,94.85105345754772,0.5681848
93.0,94.0,81.70357910119358,0.573412
122.0,53.0,69.14601245939028,0.5313664
75.0,61.0,113.17018730392886,0.5760205
64.0,54.0,97.89989515530884,0.58153486
142.0,92.0,40.31693878933591,0.5012245
96.0,40.0,86.21444961771162,0.521044
8.0,64.0,35.66616858015272,0.5261264
56.0,6.0,46.47797741575624,0.5432041
83.0,74.0,107.77123542925005,0.5355333
25.0,60.0,55.40817653497785,0.52504784
108.0,110.0,56.92339152597561,0.55698454
63.0,122.0,49.206371721191964,0.54676014
150.0,41.0,33.6963316496239,0.49688244
80.0,56.0,110.62957428668363,0.56044006
74.0,89.0,89.88588775843523,0.5659364
12.0,67.0,40.27390640449013,0.516876
9.0,81.0,34.48684311756465,0.5478559
6.0,3.0,7.670861456816742,0.49619234
45.0,7.0,41.653910396896244,0.54855424
154.0,14.0,15.392720488346182,0.5047322
54.0,8.0,47.68210422875616,0.5147278
127.0,127.0,27.935269325618826,0.49966598
20.0,88.0,44.308069831170734,0.5151209
91.0,37.0,85.85093651964426,0.5431746
145.0,59.0,43.64037268996902,0.5091805
139.0,10.0,26.31770737636961,0.49407467
26.0,38.0,49.799937460940924,0.5580185
97.0,50.0,94.20472249687136,0.6013808
123.0,37.0,60.528239946152276,0.5364843
97.0,30.0,75.4750686446894,0.5404209
99.0,101.0,71.28167070027854,0.5453784
116.0,6.0,40.04193172088993,0.50906134
156.0,41.0,26.993804297646967,0.538385
4.0,46.0,28.518294511829367,0.5060993
28.0,106.0,41.706462279569415,0.5431017
1.0,55.0,26.868503664141112,0.4988335
82.0,10.0,56.706259701486985,0.5590296
7.0,43.0,31.02720339010713,0.50752735
12.0,58.0,40.04193172088993,0.54735965
122.0,89.0,62.74974704497251,0.52490497
37.0,122.0,35.4306101043819,0.5496489
73.0,55.0,106.64508859869952,0.517385
91.0,99.0,77.02737683753277,0.5525013
130.0,87.0,55.53574444777603,0.5060018
2.0,74.0,27.890574090034544,0.537709
154.0,109.0,18.555403803056233,0.539477
54.0,21.0,61.14274191513596,0.5412891
123.0,122.0,35.4306101043819,0.5102216
21.0,11.0,27.104504034201376,0.5248128
123.0,3.0,32.5827917816925,0.50109017
94.0,107.0,67.03170529550306,0.52366644
69.0,127.0,45.091519253125426,0.551607
124.0,48.0,65.16098949497054,0.5497165
116.0,95.0,64.35385096487785,0.5490459
22.0,40.0,46.47797741575624,0.55828893
33.0,50.0,62.55835410673863,0.5292622
2.0,18.0,13.933982822017867,0.5079108
115.0,40.0,70.29201124224132,0.5367939
110.0,58.0,84.1650123278462,0.5461896
87.0,89.0,89.59119992582377,0.55158764
73.0,109.0,66.65745760400716,0.52670765
112.0,61.0,82.3539429719911,0.5444726
6.0,60.0,33.19702713869197,0.5491703
5.0,65.0,32.14445059658662,0.54702365
152.0,36.0,29.513509969450237,0.5488281
108.0,17.0,55.919971910118505,0.52928424
154.0,49.0,31.56078979073239,0.5384539
131.0,55.0,59.34051458566675,0.53609544
53.0,5.0,44.000561619533386,0.54271597
131.0,23.0,43.353440247123814,0.520547
19.0,20.0,31.902735293424193,0.5064809
121.0,72.0,71.07091991413715,0.5084284
40.0,83.0,68.13096934139395,0.56374514
1.0,49.0,25.813819562709448,0.52766037
88.0,35.0,84.763430166111,0.55816567
112.0,80.0,78.09418225382531,0.5413728
26.0,2.0,23.696364326665012,0.5209795
57.0,112.0,57.65629298094275,0.5521626
105.0,107.0,61.74017407275258,0.53873307
68.0,72.0,103.10722480885582,0.5496097
136.0,115.0,31.281996492586327,0.50454867
99.0,99.0,73.35329985790698,0.52909505
35.0,120.0,35.85345970331021,0.5270706
9.0,2.0,9.592633464220995,0.4904445
128.0,31.0,51.7722161593616,0.5447001
41.0,98.0,59.3970841078241,0.55632615
58.0,49.0,88.81164616985778,0.55375195
127.0,12.0,37.90008318235996,0.5300622
109.0,99.0,66.76043558111886,0.50823146
105.0,23.0,63.75304886311507,0.55017173
159.0,117.0,8.572182393329788,0.52565765
55.0,27.0,67.69636024417308,0.56530315
118.0,100.0,58.68812234596453,0.54214156
36.0,61.0,68.34300510142678,0.5627535
108.0,15.0,53.896561101964274,0.53680646
18.0,74.0,46.44066605959446,0.54698604
118.0,31.0,61.04957643049211,0.5353458
158.0,113.0,12.106505768137371,0.49314982
98.0,121.0,49.98584637862804,0.5329803
