pixel,x,y,chlorophyll,LAI,water_content,biomass,soluble_solids
43,43,0,30.12344803837122,2.7702318915706656,65.93907427393619,46.941354111187565,10.733155948313744
44,44,0,33.57610576040611,2.914203030636615,64.38297679201615,41.61259894951257,9.868346921929183
45,45,0,33.481525692663155,2.8032843354709054,69.0172900083206,42.823886701130945,9.512525236620304
46,46,0,37.9955083022348,2.8722192110102505,66.91882896083317,40.7921523398511,10.515478976905774
47,47,0,36.156732693008955,3.118414427886657,66.3425593393005,46.27883474762875,13.577748178793657
48,48,0,34.62853806570651,2.473755713120026,71.07612401285033,49.113520596500386,10.477734258796216
49,49,0,37.511299246929944,3.198552273080618,68.78747313381633,47.1027516812181,10.389119694923245
50,50,0,33.68580373284032,2.535568026496389,68.5942188498032,45.94176308599255,9.52356880335179
51,51,0,31.647250898296853,3.1125214461635653,68.80385421489059,40.56122690328108,10.35867967737359
52,52,0,36.29624371615923,3.0007326862765558,67.57918298582796,45.77337404705412,10.03189760913682
53,53,0,36.40728488416272,2.8050318081994132,68.48896484347334,54.23929711127349,10.011612201091216
54,54,0,34.127205101587144,2.784818411887002,67.39366310505167,39.911992505779594,11.180771214607402
55,55,0,32.53164989479604,2.918100424006306,70.039657886444,41.625020477337564,10.732836135607702
56,56,0,35.67222361819111,3.301253741099043,68.85411321157623,46.77641239924999,12.713000511605612
57,57,0,27.604009509318402,3.3961905114729056,68.35584980586876,48.119762633222145,12.108654172811114
58,58,0,37.25318387931566,2.8649093811947206,67.89008471542647,44.537116314674066,9.005340742083828
59,59,0,36.75016203026657,3.4100418675457025,67.57545649653181,46.23095337201908,8.608736529867398
60,60,0,30.448808819453163,2.879252215765853,65.86934196164042,49.62916800246893,10.411808966970522
61,61,0,35.6347853105872,3.1568547070678004,67.20839210021002,48.790333865560115,9.126127862820075
62,62,0,32.63973952415025,2.6548088035676636,66.18070381092096,48.91727121566482,11.741479377576802
63,63,0,37.88093387780859,3.155771849045703,72.14051025799805,49.6869410084785,9.603979670140472
64,64,0,29.57987069316618,3.052633349721079,68.93748538499077,46.82988068157931,12.003680885310501
65,65,0,33.007813151265275,3.234231317527463,69.40261498593263,47.28322427160512,10.481642964670026
66,66,0,37.94473843502187,2.9978709029145656,71.01523241058199,43.797028679899014,10.172148084655621
67,67,0,39.345637919345016,3.4349750924480675,68.23601878354862,55.91943727933192,9.584189721266442
68,68,0,29.45854897260179,2.952967028917909,69.15319733176908,52.53292812225834,11.605057390371268
69,69,0,34.490231823307326,2.727410456750428,65.12801275972436,49.220617184501734,12.787732662695177
70,70,0,37.01581820523017,3.4667528059290413,66.97095087820497,44.59866162952325,10.385527938959381
71,71,0,34.24710349678833,3.048256058867949,66.08987688299678,48.638247727772374,10.585638709207096
72,72,0,40.88522386595923,3.315124060323219,66.32155056756753,55.317546047659846,12.118871222982538
73,73,0,32.57370441233993,3.2521276393151712,70.20856428463595,52.16353831694417,13.422907587128197
74,74,0,37.24056732485633,3.309271916667751,70.73622746508754,55.46995043551356,13.240709569475332
75,75,0,33.05682648155772,3.0765415478349154,68.43683729454531,49.34956005540015,10.329460362692666
76,76,0,40.440469853021504,3.4546578121204257,74.14611583946093,50.85987999329475,9.423914106560499
77,77,0,36.1736168695287,2.7912552505010333,69.48524959155229,50.32548126573506,11.801216877190448
78,78,0,35.13324830799815,3.4916281842718044,70.7444925991422,53.250130479670695,11.193749873777787
79,79,0,31.10230616219244,3.4061876868899783,68.69774914445979,48.68525912887989,11.290509569291814
80,80,0,41.30462520856731,3.031589782751765,68.83027933142463,51.754764532172594,10.01691324803972
81,81,0,38.51519678948245,3.013049100862046,66.98540647866264,43.44844873488932,12.436439518545747
82,82,0,38.51069151252808,3.389785480677567,66.9530014677263,50.19569107270953,9.837861211526223
83,83,0,39.652214333448725,3.4692979677009217,68.50365527575799,50.22813009342485,8.7074646809903
84,84,0,37.27026075798594,3.3566604085172056,69.77256971673948,54.89617275640617,11.012165972274016
85,85,0,34.28430320546199,3.1049912472130363,70.22517223473596,50.08540327397522,11.79874365501489
86,86,0,33.776247804905246,3.328119879873932,72.9067666985275,51.96451638947832,11.280428200641156
87,87,0,33.74678451911026,3.562865172758195,71.72331664904085,43.254190864947205,12.407757991140869
88,88,0,40.223520195990936,2.721397884426685,68.02911925687263,50.784346255329794,11.103537198345439
89,89,0,31.693608307051697,3.007027170135511,68.01572690245142,50.33119671411497,10.548704879159867
90,90,0,34.24264939229007,3.292646922176337,69.96700901150571,47.19853215009895,12.504683721971176
91,91,0,35.02061959970265,2.858037073149025,69.24120656537309,49.561521624605014,11.068931617521336
92,92,0,36.6064221890277,3.123089728359186,70.31351171881657,49.30589579481133,10.376925382079891
93,93,0,37.60248293957198,2.857661378796823,70.91401543776371,50.70645302395646,9.40109851082898
94,94,0,32.06870744450904,2.7439600726496782,68.87142181684378,46.05519649684362,11.122305611764654
95,95,0,30.561256411431472,2.525028232582516,68.33175380492764,45.27427773259372,10.732213313229867
96,96,0,35.669129815630555,2.861647004225538,71.28425673255384,43.89447430374765,9.010441860170515
97,97,0,39.24996221939239,2.8685750117353574,73.23707478478067,50.15126101776398,10.199889518209323
98,98,0,37.80321269266354,3.0147854133320364,67.57886627037871,48.83824595526299,12.016698121025977
99,99,0,36.097677132172564,2.7079734318412694,68.68724586426244,41.62937360145121,10.638574598803292
100,100,0,34.41391331907256,3.5522345964229602,72.20574438461472,49.8781969439655,10.274443417877217
101,101,0,36.155758335432274,2.4271493995702635,71.70848717217353,45.79537428752952,10.019745008642445
102,102,0,34.452804311600694,3.184946712285693,65.60267458040268,57.124218053145896,11.68660076825162
103,103,0,37.53731208617016,2.5099818474378996,67.01915324492694,45.48923395978104,11.388680815052213
104,104,0,32.60141988589068,3.407819980497324,63.38556180110355,51.34731382628975,11.838838630514863
105,105,0,35.282795469946954,2.8898511218827716,71.1891913466565,46.75327055932636,9.482318612880015
106,106,0,34.43935142663293,3.1503638710047968,68.30950195685395,48.33664532990862,10.690982528310082
107,107,0,36.28974779678611,2.8601692634225335,68.46587901794318,49.962228242121085,10.775989801370617
108,108,0,35.21798435403162,3.060123514793497,66.73587579417762,44.20010891010713,10.182931599751042
109,109,0,42.075053528165675,2.450753198720041,68.36205083375876,45.453746065470376,11.655407380222073
110,110,0,38.798337156964145,2.5319043894915776,65.97808212843712,46.99517126901733,9.895005672864452
111,111,0,38.666611127813496,2.5405263955571606,67.61878019725495,48.404227266319054,12.026852939129228
112,112,0,27.928579614128722,3.415341977005654,69.44605049924978,40.80085475307005,11.136058441397175
113,113,0,32.89355885646377,2.8358593785893498,68.58009130096778,43.320438036367484,10.198395531857468
114,114,0,31.952881956441736,3.089687735782206,67.17504983767638,39.193319295148434,8.266878243126706
115,115,0,35.23793241705891,3.1040336850615775,61.78271539176079,43.28835627871767,11.035953707047403
116,116,0,26.660651792638024,2.8752432373347228,65.12232389550631,41.20347604067968,10.177964907768127
117,117,0,36.876161595701205,2.5813289461994327,66.3621244103076,44.734212552393075,10.814559871471106
118,118,0,36.40558093475206,2.5343996614097763,66.90532635092003,40.806714833649714,11.148425877008297
119,119,0,29.147475092663317,3.1304807865571704,65.08984004740334,45.35065450664643,10.041097345730108
120,120,0,29.96424956944461,3.362217982916185,67.87786073079647,32.43213276614947,11.675181433982704
121,121,0,30.339796496356463,2.7468891516528537,65.31045511069317,45.92609788819552,12.054497438633968
122,122,0,32.71388595775659,3.2053031402781054,66.50911959685398,51.64201209886142,10.79868919119214
123,123,0,34.34492335883286,3.027492145712345,66.12598174187956,44.36906857484156,9.25027826752288
124,124,0,38.40106355252587,3.227533246555656,65.47556472287016,48.709456946432084,9.623810087961223
125,125,0,31.497904034281145,2.3730851290334916,68.42689774777901,47.638205164043015,10.612208743041963
126,126,0,34.223078286545906,2.6053645226428737,66.8723924380885,37.575254114188844,9.112593973732025
127,127,0,32.214704504590046,2.649107656730646,66.5343415330813,37.3852444819459,10.160522673934306
128,128,0,36.85371456843385,2.6051745166948845,66.75758295644097,43.21024220120968,9.099174725978111
129,129,0,33.62355126301579,2.6540542700733964,66.18202374156573,47.88971646585294,8.404661470105584
130,130,0,35.32358057979328,2.738610660174738,65.17531566135526,40.05869803766096,10.476282697349635
131,131,0,27.803516159417697,2.3764006288628092,68.22315689569054,39.31217937837099,7.571545381871801
132,132,0,30.276243507292723,2.543641420124338,66.24550637200633,39.91293397122643,9.932926252269322
133,133,0,28.225933235686618,2.1403506233100855,60.704327656678664,36.18033251521706,10.682050593221735
134,134,0,34.9942871214235,2.53108783463646,64.29477042928748,43.493267666622174,11.265679576710255
135,135,0,32.26251624177792,2.4378492445787416,68.32598455407168,40.664591950869585,8.544017326056686
136,136,0,29.18231880767969,2.3548648436752964,64.95388612311086,38.18793809827825,7.688686649532155
137,137,0,28.54655368845611,2.735094340271494,65.65013416792222,40.746455291585235,8.748256845413895
138,138,0,31.16225179041182,2.623544178974479,65.68353805897567,40.97097206782347,9.035192893821081
139,139,0,27.406208801641146,2.4941268959048224,62.72337497260305,37.5174458115858,10.18285695885713
140,140,0,26.51954838000273,2.8568957789517877,67.68355420793421,40.812416250471344,9.08050923756985
141,141,0,30.553981498097794,2.4874972505716997,59.631517394304616,30.41557929424833,8.789530012321586
142,142,0,36.29666161556555,2.4123713976586454,61.74715440005009,35.67903581688177,8.697628937782785
143,143,0,27.964277010515925,2.4896432710181586,65.3779659934281,44.776311731158714,7.9555859289896205
144,144,0,26.828836399656165,2.1105935886337024,61.321990754783805,35.28981866207539,10.55607603184961
145,145,0,24.775101585931075,2.146981341408564,60.7941782630153,41.413516358120475,8.80856199912979
146,146,0,24.07409731025767,2.080466571679512,61.93952910437064,35.950597651348986,8.243661813389553
147,147,0,29.44309432630442,2.3377880953395933,62.1057397240144,34.45912720323109,9.788058895486323
148,148,0,30.20806023729773,2.4943661699071624,64.22898020292612,36.46123077380484,8.706423125423823
149,149,0,27.469208775976615,2.0580101752226785,61.00480730548221,37.88874101863317,9.200647991351538
150,150,0,28.224007056313777,2.064206860644223,58.66396490174584,33.540949177940504,8.580201116774022
151,151,0,27.35721752442132,2.1029059658480054,60.1686845368099,29.145895263703345,8.815587319351195
152,152,0,27.207247670530094,2.1582068288313105,59.35535621447271,27.881201858087763,7.27599951611915
153,153,0,21.993279575318788,2.4403024402177214,61.608106326441444,38.18705296262805,8.122588334361843
154,154,0,24.976564618412453,1.970968164325006,60.118926355858164,33.041824068240565,9.60586173678379
155,155,0,26.46323924995963,1.6224014548553183,58.53663409717994,25.604405581179662,8.728262294404947
156,156,0,23.555931394816454,1.953687514995066,61.188947016915634,25.070420778011975,6.915349058914297
157,157,0,24.251550037328503,1.9670005875161216,59.78114485245247,31.851673486473285,6.273398665295442
158,158,0,22.997691271303992,1.939977247032635,61.93138904458102,32.251749387337114,6.293634622673031
159,159,0,24.2276065321075,2.1005069066356348,60.90099394111376,23.508021586195994,8.074026142783746
160,0,1,27.741374906941243,1.6311063989319416,59.44709046527716,23.413176496197448,8.167393975716418
161,1,1,24.191808972557645,2.5084652835164176,58.52091431209982,28.976504814691115,8.230156606857436
162,2,1,25.178311314247214,2.1281135893859884,57.656388489684886,34.731036487746714,8.419994164844391
163,3,1,28.30829865861648,2.6960312241894195,63.39818925044683,37.273479778031415,7.718556215301218
164,4,1,28.027494151647232,1.9790053108017027,62.63978885444212,26.283010253873023,7.1008012281726
165,5,1,31.403637912919482,2.27164187392063,62.76136345314766,31.240702774821408,9.647999064474
166,6,1,20.270154890776045,2.0089626148338127,59.21861906538441,26.87411598903867,8.88733932016539
167,7,1,29.334515627391422,2.271585086504039,56.83306613027013,33.291773857858615,7.427835814798305
168,8,1,25.538118835319526,2.8522909364375737,61.982505341811084,28.854355522676205,7.527374768384473
169,9,1,27.608751560377076,2.596027876145874,57.78240459425177,34.463079056152864,7.719330980116934
170,10,1,29.936180249824186,2.4724987924593163,64.47771494950452,31.384211925624115,8.238984167713369
171,11,1,30.889735999497454,2.308768163494812,61.16544627772881,33.706182216111515,8.931071211492135
172,12,1,30.973558120416612,2.146981447037172,61.374124311980076,33.824596294832034,7.371603803023747
173,13,1,28.534896507783095,2.3958411933463886,60.68429292102264,33.658556537330696,9.459002090468113
174,14,1,33.11114066378756,2.011210717504659,65.9065813558887,40.26786957585857,9.242841820719004
175,15,1,27.6442759592158,2.249786584469073,62.12823043783155,34.12065770670932,8.987377046762095
176,16,1,28.279731933498006,2.17337285505788,66.66389133259895,36.20226671014822,9.622513003487477
177,17,1,31.30860553149976,2.4007818682347737,61.50701132862113,38.507090785623774,9.45166887934232
178,18,1,27.462665629072248,2.4642728728569305,62.47519294559711,34.38468229121578,9.790671032159642
179,19,1,35.80404951778647,1.8142370594554462,65.07496147039674,34.360776705905174,9.246186912275663
180,20,1,32.581774787985,2.762821735940151,68.10550915481018,39.623638943369805,10.423356033323229
181,21,1,36.25194037855566,1.834734361824053,62.97470515584102,29.312102294093165,11.801619028225893
182,22,1,29.844698679653607,2.5815377134811404,63.8799569052608,33.734753186907895,11.155137369738796
183,23,1,28.972601503231854,2.2547771799724883,67.03630118871305,39.12826609152732,10.004755480886491
184,24,1,30.818516747340656,2.2618331078686724,63.54309125758593,43.58492143059479,9.701316312063677
185,25,1,32.71466711602275,2.2547834143242427,65.5162996634963,38.4044107394708,8.996915178543507
186,26,1,28.940232313467785,2.1693192285418084,64.4058403943733,35.98815157966246,8.293380901266362
187,27,1,32.031163906870304,2.2349412788035163,63.7099603352283,35.94016694267579,9.049486932121816
188,28,1,31.029106284128794,2.3818403204877048,65.04760263512676,33.64811799548791,10.445769725272699
189,29,1,36.111892669786954,2.61521323517978,67.09826572542812,45.322154098467394,10.542501786491624
190,30,1,29.459887696610963,2.4941708379408025,59.741896402058565,46.31037921734075,8.261160732897181
191,31,1,34.76739036291033,2.941640130744376,65.58247229295935,40.21856294012902,12.04539788698704
192,32,1,29.87594024928063,3.0704772426443196,65.5702104988514,36.1407129005872,8.204971783598776
193,33,1,29.10191475208244,2.656114703750693,62.320612512544365,44.62328202148094,10.586737849603853
194,34,1,30.026812030306083,2.234871692102142,65.21673738143524,44.24956773234994,10.009565136408906
195,35,1,28.75859713667746,2.9248860588868313,68.59576638248032,37.83469272278745,9.677152144399344
196,36,1,32.93714567307395,2.38755166011413,65.81259105075577,50.258091385717556,9.849553685461437
197,37,1,35.75825548164339,2.9409980940003146,66.12972343989145,41.277349828231664,10.805665250089188
198,38,1,33.32117719722765,3.2665071240922585,68.26556549850291,47.09086745246955,10.382793028047336
199,39,1,34.862289877209115,2.485700949985817,61.17506938597645,39.66565698110519,10.292316961337633
200,40,1,38.044182406747794,2.888016973203123,66.07708153354497,45.38521326593476,9.477902002320693
201,41,1,34.11328782308568,2.9823441321072894,68.08297379348414,43.39110054045131,9.348110788176172
202,42,1,34.04138703319541,2.675045479049732,67.14658330721448,46.515147495559496,9.907401745069619
203,43,1,32.780488646907706,2.9402378241546123,66.49466100145474,45.94620767297872,11.369789327128792
204,44,1,28.927739213454675,2.7534367511981848,66.60056696880413,42.27753381024185,9.24919242902017
205,45,1,36.175433612626215,3.007119987612103,66.86908316694381,46.863790268742854,11.304277572648544
206,46,1,28.76748136806154,3.144217396507894,64.39634962749966,48.54391299069612,9.576968918966095
207,47,1,36.13237015347786,2.583149334496725,66.719455462087,44.76440272737097,11.087736186573876
208,48,1,34.26562706806414,2.88917415188038,64.29178264148575,51.04619862175967,9.996810139760019
209,49,1,37.819885468637025,3.0979807958661087,68.4088730699456,38.8923845553374,9.72681497639735
210,50,1,34.36382584869577,3.18707974095778,66.460027203322,49.16894723668594,9.11204618048655
211,51,1,32.22171085930625,3.296653885755866,69.44962529179631,47.56432496175273,11.472457325111636
212,52,1,35.88573290184441,3.233855305514523,71.25213614047357,44.029091324888206,9.17094547700193
213,53,1,33.24843767907145,2.7456792764893136,69.1477650537881,47.39895526985521,9.779568963148554
214,54,1,34.49981035698201,2.8450155370428,69.16988275537071,36.99534868629179,9.641382307795615
215,55,1,35.278156757853466,3.225847693263115,67.9943334622038,38.09011048542298,10.530608549237163
216,56,1,34.85502635771223,2.915475560177358,66.52021834037863,48.02611787741779,10.478901302856595
217,57,1,34.79460678103657,2.947640790296971,69.4843054794956,43.9770580527552,9.863125044061077
218,58,1,32.962164177164716,3.1704736765517305,67.81373960335712,46.02884424370934,8.920528927146847
219,59,1,34.98667221368277,2.874786109170492,67.8190009241981,47.51208780531872,11.000493544970535
220,60,1,29.22965772461064,2.935933649517413,67.61253016699678,48.23276211180629,10.954852655482528
221,61,1,35.25926481473651,2.8713038256369643,67.31656300378073,53.30828663816169,11.821236823818452
222,62,1,32.21959578843716,2.932017928012253,70.44527480396607,47.03401174914107,11.870872239275567
223,63,1,39.25292571949844,2.97344447003851,71.59894228491632,43.75694991216193,9.510994507641989
224,64,1,39.77610301178989,2.966547565998328,67.15007366629004,46.32016475288525,10.662021606959799
225,65,1,30.183201678242654,3.2786298335451383,69.85911901594105,46.82159758383228,12.222706187989774
226,66,1,36.53670677316753,2.97800275248607,68.20196322497424,47.001676131769656,11.088856986207784
227,67,1,35.784218393022414,3.2673366965427766,67.28992610887853,50.87846139683383,11.534212288716676
228,68,1,33.080151025702556,3.0662980197165153,68.13559853258914,45.43197507350541,12.283138001786467
229,69,1,37.86783924122835,2.9483248266651017,69.58436214500527,45.58544435770148,11.200015389827483
230,70,1,34.93595000965031,3.158764193529221,72.01144266643213,43.62363041367716,11.542271909708735
231,71,1,31.061882687809835,3.089064452569725,68.51449572566347,54.346158699620965,11.019506953775759
232,72,1,35.603802313130046,2.9221213894427076,67.29603283424179,47.80997904177338,13.807840713772197
233,73,1,35.99368763895284,3.160998816956419,68.65682456407687,53.60702451274273,11.493459289137558
234,74,1,36.78779177624873,3.606764297023344,72.565939797556,47.377355526708584,10.43917614734742
235,75,1,32.80026622671529,2.530256565346239,69.46756326449699,58.21731434594041,11.582035821901266
236,76,1,38.361870327964766,3.6603743277510685,67.93640884388896,58.76885718026939,10.758590219557936
237,77,1,38.73744135647207,3.322759112110281,66.93375158058005,46.627998705672006,10.962153824264597
238,78,1,33.10519883007502,3.5663034217560567,67.70884527908059,58.05066584065098,12.719488843850819
239,79,1,34.57308380201201,2.7651694120615673,65.972661895708,53.134894171821,8.828904691963597
240,80,1,36.310962435420336,2.7253113714814066,69.94652357771331,48.94709518669558,11.172465459253901
241,81,1,34.85187452792444,2.8261166839233636,71.04038755588127,48.02640734008695,11.864051705627537
242,82,1,41.7739444901888,3.442472945369731,73.42370990417629,55.661481915609066,12.314627747225122
243,83,1,37.15618644035013,2.8465756036991587,70.72182688922555,49.45736112314978,12.691502030252755
244,84,1,33.483081438137404,3.541688320445698,69.68679904048493,45.623372325882805,10.732095166879361
245,85,1,34.129638440039244,2.994180868460374,68.49519640263998,47.12154868567242,10.603031844866438
246,86,1,36.29608794675714,2.7377077516475685,70.36494312745336,51.383251225648706,11.13691456901381
247,87,1,43.32578341862895,3.521691099360016,70.53075795314304,54.58320676430209,11.179836861046265
248,88,1,35.86903930383175,3.0223312751128537,68.41280537341969,44.70180252289919,11.632604154164007
249,89,1,36.74710923258906,3.304112250749204,67.55307419015053,43.096728178850945,12.28224651501906
250,90,1,37.863154778089076,3.2770235185279377,67.7216949113311,44.151827831599924,11.29088161317369
251,91,1,36.152502004492234,3.3534019232199146,70.70553827603003,48.294234532581825,10.92806863424493
252,92,1,43.062280533645286,3.312298995508814,68.4652652283238,45.271573564252826,10.92021483732215
253,93,1,34.5687353184472,3.369626781693273,68.28836401859924,52.53460618401354,8.784480553424237
254,94,1,38.334565777507216,2.7150847311713595,67.9596352982838,56.82471625122747,11.574015620962705
255,95,1,36.51759292675713,3.0818139660637947,67.97155249296708,44.987465101535214,10.99870260662229
256,96,1,37.82991188947538,2.9248699106954335,68.2734880416423,49.839711215990334,9.887375757138706
257,97,1,32.36220577319816,3.089575191243299,67.64246755445437,43.312040756608276,10.489824678813585
258,98,1,41.118101831554505,2.9416032297568697,69.7956707198007,44.030392726909064,12.110277334021387
259,99,1,35.36667857892182,2.797099505944637,66.42550629595328,46.482408266872014,11.447173427284087
260,100,1,35.74716933217625,2.7630576450210516,67.45278452635331,52.1712327570156,9.706754954384401
261,101,1,32.74914478035495,2.738766334651418,68.83240555644306,45.512432027255066,9.743523973904503
262,102,1,33.27041333747612,3.4084205179870266,69.44766548121882,44.72469634293499,10.45259934448552
263,103,1,37.053731905462115,2.86283748608643,66.74691685156156,44.02481504229775,9.102179643052784
264,104,1,38.21817515128127,3.7466585011679325,73.05199498332765,46.96579663826492,11.132506314059096
265,105,1,37.41230846952867,3.283710192882715,67.88293717012513,44.21884883138847,10.3853946735175
266,106,1,38.669591580033156,2.713665355385025,67.10095651748497,45.71995152912363,10.014405333688151
267,107,1,37.07261282276462,3.212551279825753,66.82606324089902,52.41672287306907,9.90525508839314
268,108,1,34.897387601657215,3.0329297606029844,68.45503123071026,49.3487833225038,8.713057776861552
269,109,1,37.20088930151279,2.7725268394259475,69.35725109115974,46.79095810413151,10.186318616350933
270,110,1,36.34794635145109,2.384392401650284,67.5533814549166,48.04338340762373,10.750183073433385
271,111,1,34.13781531658137,2.3918294387475147,67.09198829053973,43.54806129057973,11.594000854603479
272,112,1,36.48680623088651,3.346094596720708,67.2432961341801,42.86837735416043,9.149792350937176
273,113,1,38.03143302791358,3.0207106234494026,64.92999691859409,42.734693055018354,11.651122014930213
274,114,1,34.74057668274207,3.07238633504537,68.72018974605932,49.31297044473147,10.792232914290938
275,115,1,32.827601524729495,3.090388160564409,68.71063554072425,42.70604883815537,10.453920103050866
276,116,1,35.908600187372485,3.0359939311400934,70.72246977281192,51.16473527495914,10.29511887599181
277,117,1,39.30783826428629,2.491668514117699,65.8413709345518,36.820507979117174,10.793065190578119
278,118,1,32.82421382081881,2.9283946119344972,66.29655600814785,45.42505136303429,9.823862615300595
279,119,1,33.026279615201176,2.6927017491235388,71.22074458159427,44.85355678152387,10.437854926935165
280,120,1,32.738467223918526,2.486048069900004,68.65823525893794,44.06467629369976,9.406286801067484
281,121,1,36.65836676514345,3.2473200723499898,69.78431830682969,38.54056629876587,10.503995585830829
282,122,1,27.316637790883792,2.9090974453569682,67.87234794952691,46.29055254325678,10.871307298708786
283,123,1,33.762009205649775,2.4384405619259,62.85274324917147,44.39011235812963,9.093185724482103
284,124,1,36.07488634015721,2.613043606428034,64.27872912068796,40.483435382965126,13.101006963519685
285,125,1,29.889005209499505,2.9866615588277146,66.04995783801554,39.00512399994823,11.277895689378322
286,126,1,36.62464253692037,2.6188737950978243,66.88607048339763,48.07781445828186,10.54792930461914
287,127,1,33.589744356815565,2.9663625527718063,66.24437522649326,45.87141878329707,11.116127174214613
288,128,1,30.160423104135543,2.6559450726515226,62.12755652664828,47.190788888718785,8.84076022127484
289,129,1,32.241324505857335,3.12464864368504,66.53047862279287,38.6940672187222,10.956842825868822
290,130,1,26.844516769714946,2.999102513999133,67.29660346091434,40.43049612747974,10.49172527434362
291,131,1,29.5681342795012,2.6621222976613867,66.99404634916166,38.0714843882164,8.48266592099668
292,132,1,36.560230573539236,2.2435766508390382,64.20139374377715,40.3786774269776,9.274348727939039
293,133,1,28.210646521238044,3.2972005532451005,64.79053891625769,39.465432662643416,8.77061919326819
294,134,1,36.23623056982333,2.3089395507824895,66.81299818605679,45.66179171295416,7.6335688516748395
295,135,1,30.266216843633355,2.521068324524406,67.72498630616714,36.84425015651362,8.979757167789689
296,136,1,33.30136139276921,2.4781448606242447,62.53788492949997,44.898860760168645,8.81656488060474
297,137,1,30.253558221964198,2.8505105222349716,64.57442331995007,39.34064378928368,8.254600353474167
298,138,1,23.200021610249966,2.7427807089864453,62.53475908282469,33.59558823780448,8.475407002388597
